filename,chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
brass_acoustic_015-063-075.wav ,0.11622253060340881 ,772.089790997952 ,669.9016844396261 ,1272.6994332550578 ,0.0449246974349711 ,-469.8966369628906 ,66.99674987792969 ,2.773712635040283 ,-7.344682693481445 ,-24.332338333129883 ,-14.701416015625 ,-14.116480827331543 ,-9.242659568786621 ,-10.724751472473145 ,-10.103818893432617 ,-8.274007797241211 ,-8.083670616149902 ,-5.048218250274658 ,-6.389764308929443 ,-3.7719566822052 ,-5.420980453491211 ,-6.060807228088379 ,-8.996302604675293 ,-6.962704181671143 ,1.8692023754119873 ,Bass_Acoustic
brass_acoustic_059-046-025.wav ,0.22287224233150482 ,706.2619071265467 ,591.4864159193522 ,1106.7195120574422 ,0.06129482026734104 ,-392.8358154296875 ,189.84429931640625 ,43.456573486328125 ,-14.843615531921387 ,-22.955554962158203 ,-25.890748977661133 ,-10.977461814880371 ,0.5787633061408997 ,-4.0819196701049805 ,-2.6950204372406006 ,2.2231366634368896 ,-0.2618095874786377 ,-3.648378849029541 ,-7.170357704162598 ,-8.678823471069336 ,-3.089787721633911 ,1.7793248891830444 ,1.4269415140151978 ,-0.5622211694717407 ,-4.90354061126709 ,Bass_Acoustic
brass_acoustic_016-089-050.wav ,0.15327006578445435 ,4293.1498691975585 ,1397.840548461338 ,5644.873187996748 ,0.3970545068641618 ,-481.355224609375 ,-52.09819793701172 ,-29.27272605895996 ,51.4504508972168 ,-27.11669158935547 ,52.543155670166016 ,-24.3890380859375 ,16.612838745117188 ,-31.85564422607422 ,2.225144624710083 ,22.573287963867188 ,-6.393054962158203 ,-0.8164132833480835 ,-21.469234466552734 ,7.891708850860596 ,-8.98641586303711 ,21.07437515258789 ,-3.4722378253936768 ,-24.394166946411133 ,-9.087689399719238 ,Bass_Acoustic
brass_acoustic_046-086-025.wav ,0.7808099985122681 ,3257.1432378140184 ,1859.8387756862014 ,5358.157966040462 ,0.29514202492774566 ,-31.477378845214844 ,111.16578674316406 ,-118.82320404052734 ,101.38062286376953 ,-81.19569396972656 ,60.119998931884766 ,-44.321842193603516 ,30.986644744873047 ,-20.1458683013916 ,10.207236289978027 ,0.6911466717720032 ,-8.901740074157715 ,14.78835391998291 ,-18.563610076904297 ,19.57935905456543 ,-19.051244735717773 ,17.527318954467773 ,-13.264456748962402 ,9.17266845703125 ,-4.606863975524902 ,Bass_Acoustic
brass_acoustic_046-096-025.wav ,0.7808099985122681 ,3257.1432378140184 ,1859.8387756862014 ,5358.157966040462 ,0.29514202492774566 ,-31.477378845214844 ,111.16578674316406 ,-118.82320404052734 ,101.38062286376953 ,-81.19569396972656 ,60.119998931884766 ,-44.321842193603516 ,30.986644744873047 ,-20.1458683013916 ,10.207236289978027 ,0.6911466717720032 ,-8.901740074157715 ,14.78835391998291 ,-18.563610076904297 ,19.57935905456543 ,-19.051244735717773 ,17.527318954467773 ,-13.264456748962402 ,9.17266845703125 ,-4.606863975524902 ,Bass_Acoustic
brass_acoustic_006-049-025.wav ,0.2590360939502716 ,937.4383258071285 ,889.2596029004903 ,1722.8429540733382 ,0.05888728323699422 ,-292.6334228515625 ,158.69586181640625 ,-56.67619323730469 ,-0.8238275051116943 ,4.253937244415283 ,-5.123817443847656 ,-4.912887096405029 ,-10.545112609863281 ,-9.233244895935059 ,-7.699326038360596 ,-8.09415054321289 ,-6.736092567443848 ,-2.9560821056365967 ,-2.623192310333252 ,-3.911189317703247 ,-4.203465461730957 ,-0.9008193612098694 ,0.5673642754554749 ,2.2557525634765625 ,-6.0582380294799805 ,Bass_Acoustic
brass_acoustic_046-064-075.wav ,0.2692180871963501 ,1897.270167095477 ,1129.7798182658255 ,3009.545192828757 ,0.15632056087427745 ,-329.57830810546875 ,62.438621520996094 ,-111.30953216552734 ,15.746593475341797 ,-26.067617416381836 ,-13.951384544372559 ,-11.781163215637207 ,-7.119140625 ,-4.99348783493042 ,-20.379932403564453 ,-2.6449873447418213 ,-8.088567733764648 ,-10.162115097045898 ,-8.72818660736084 ,-5.087759971618652 ,-8.729389190673828 ,-12.907844543457031 ,-6.8890910148620605 ,4.811448574066162 ,20.927412033081055 ,Bass_Acoustic
brass_acoustic_006-065-050.wav ,0.19837382435798645 ,1326.9099013033058 ,1016.3331940491321 ,2240.4488800578033 ,0.09476889902456648 ,-329.6888732910156 ,88.33042907714844 ,-73.60779571533203 ,4.184980392456055 ,-1.6447522640228271 ,0.6336077451705933 ,-6.27114725112915 ,-10.906103134155273 ,-4.92415714263916 ,-12.800349235534668 ,-11.378705978393555 ,-8.728250503540039 ,-0.5814647078514099 ,-1.0822992324829102 ,-8.941567420959473 ,-10.919998168945312 ,-4.097604751586914 ,9.876748085021973 ,29.885425567626953 ,45.897132873535156 ,Bass_Acoustic
brass_acoustic_015-066-050.wav ,0.11031864583492279 ,766.8948874976895 ,659.3592889618426 ,1197.6443957731215 ,0.04359533056358381 ,-472.5736083984375 ,71.70077514648438 ,-1.7274889945983887 ,-10.874190330505371 ,-25.760143280029297 ,-17.876049041748047 ,-19.000436782836914 ,-12.3455171585083 ,-12.035146713256836 ,-10.5388765335083 ,-8.387765884399414 ,-7.542000770568848 ,-6.550487518310547 ,-11.23318862915039 ,-8.760156631469727 ,-5.008346080780029 ,7.629134654998779 ,21.00834846496582 ,31.71426010131836 ,30.61418914794922 ,Bass_Acoustic
brass_acoustic_006-031-127.wav ,0.53950035572052 ,1616.480275526743 ,1433.84731683746 ,2977.99220443461 ,0.0890308887283237 ,-235.99368286132812 ,158.7006378173828 ,-69.0127944946289 ,51.069252014160156 ,-20.314842224121094 ,17.127704620361328 ,-20.697669982910156 ,12.755049705505371 ,-2.8017306327819824 ,-1.8433036804199219 ,10.369832038879395 ,-4.383575916290283 ,5.282950401306152 ,-6.693594932556152 ,2.255298376083374 ,-9.03728199005127 ,-2.25461745262146 ,-13.079333305358887 ,-2.5432732105255127 ,3.6950836181640625 ,Bass_Acoustic
